file_path,file_name,actor_id,emotion_code,emotion,sample_rate,channels,duration,file_size,hash,split
..\data\raw\RAVDESS\Actor_07\03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07.wav,07,04,sad,16000,1,3.603625,115394,5384ab80260317ed5912ac3495892b0a,development
..\data\raw\RAVDESS\Actor_07\03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07.wav,07,04,sad,16000,1,3.536875,113258,e4b8264b1701ae1f067c840780c0257c,development
..\data\raw\RAVDESS\Actor_07\03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07.wav,07,04,sad,16000,1,3.8705625,123936,2f753358c8d7603b87840af4fba2b245,development
..\data\raw\RAVDESS\Actor_07\03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07.wav,07,04,sad,16000,1,3.93725,126070,ad23b52a2ebca3fbb8792c44417202fc,development
..\data\raw\RAVDESS\Actor_07\03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07.wav,07,04,sad,16000,1,3.8371875,122868,5a7531f49211871ed347fefb6cc5dc88,development
..\data\raw\RAVDESS\Actor_07\03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07.wav,07,04,sad,16000,1,3.637,116462,d1b998fed1e1e46a49e0360b7b4307d6,development
..\data\raw\RAVDESS\Actor_07\03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07.wav,07,04,sad,16000,1,3.8371875,122868,0347a4a63b7509fd8134d000b360f202,development
..\data\raw\RAVDESS\Actor_07\03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07.wav,07,05,angry,16000,1,4.004,128206,7624698719faa9756ef5f9d8639fd071,development
..\data\raw\RAVDESS\Actor_07\03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07.wav,07,05,angry,16000,1,3.9706875,127140,8a21f7afc60e14ced7bf46755f0027b2,development
..\data\raw\RAVDESS\Actor_07\03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07.wav,07,05,angry,16000,1,4.004,128206,ec15242efee83e4bd018c371f34505c7,development
..\data\raw\RAVDESS\Actor_07\03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07.wav,07,05,angry,16000,1,4.004,128206,2909e8d6619ebccd1c3ae45ab79914bd,development
..\data\raw\RAVDESS\Actor_07\03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07.wav,07,05,angry,16000,1,3.603625,115394,4e9784bfb5c11abd16619e10eebd2227,development
..\data\raw\RAVDESS\Actor_07\03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07.wav,07,05,angry,16000,1,4.004,128206,aa0b5b6ab3fc508e1f6dacdb579e8d75,development
..\data\raw\RAVDESS\Actor_07\03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07.wav,07,05,angry,16000,1,3.8371875,122868,86b2ab9972386edbe2ebf5f6bc5c864e,development
..\data\raw\RAVDESS\Actor_07\03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07.wav,07,05,angry,16000,1,4.3376875,138884,c1341f613953c32e1081c16086a3c9f1,development
..\data\raw\RAVDESS\Actor_07\03-01-06-01-01-01-07.wav,03-01-06-01-01-01-07.wav,07,06,fearful,16000,1,3.4368125,110056,ab3d96d601652dc3d19aaa4ff54659bb,development
..\data\raw\RAVDESS\Actor_07\03-01-06-01-01-02-07.wav,03-01-06-01-01-02-07.wav,07,06,fearful,16000,1,3.5035,112190,0da1f856f36529d3d5361f0b2bd74019,development
..\data\raw\RAVDESS\Actor_07\03-01-06-01-02-01-07.wav,03-01-06-01-02-01-07.wav,07,06,fearful,16000,1,3.4368125,110056,1bfd2d131bea0143e8af6734bbb7525c,development
..\data\raw\RAVDESS\Actor_07\03-01-06-01-02-02-07.wav,03-01-06-01-02-02-07.wav,07,06,fearful,16000,1,3.3700625,107920,e1443659c2b5b5283d3d9a56ded061b2,development
..\data\raw\RAVDESS\Actor_07\03-01-06-02-01-01-07.wav,03-01-06-02-01-01-07.wav,07,06,fearful,16000,1,3.637,116462,3001f7a5dd866dcbd0fc70fdeed95de1,development
..\data\raw\RAVDESS\Actor_07\03-01-06-02-01-02-07.wav,03-01-06-02-01-02-07.wav,07,06,fearful,16000,1,3.470125,111122,9f3df22382c23d8d8c82322e08946e96,development
..\data\raw\RAVDESS\Actor_07\03-01-06-02-02-01-07.wav,03-01-06-02-02-01-07.wav,07,06,fearful,16000,1,3.4034375,108988,5cfbe1df5bea653664673a2efb85e6a6,development
..\data\raw\RAVDESS\Actor_07\03-01-06-02-02-02-07.wav,03-01-06-02-02-02-07.wav,07,06,fearful,16000,1,3.5035,112190,d006e8a2fde64fee17cdf90ac3ff1c40,development
..\data\raw\RAVDESS\Actor_07\03-01-07-01-01-01-07.wav,03-01-07-01-01-01-07.wav,07,07,disgust,16000,1,3.536875,113258,e17c00882be7fbeb2ae93f8ed0956905,development
..\data\raw\RAVDESS\Actor_07\03-01-07-01-01-02-07.wav,03-01-07-01-01-02-07.wav,07,07,disgust,16000,1,3.5035,112190,94b247ba0747d0ce08e19b6113d0ea57,development
..\data\raw\RAVDESS\Actor_07\03-01-07-01-02-01-07.wav,03-01-07-01-02-01-07.wav,07,07,disgust,16000,1,3.4368125,110056,9283cf07d405851c75c826828670498a,development
..\data\raw\RAVDESS\Actor_07\03-01-07-01-02-02-07.wav,03-01-07-01-02-02-07.wav,07,07,disgust,16000,1,3.536875,113258,dbc416049be41b7745cf9740112a21db,development
..\data\raw\RAVDESS\Actor_07\03-01-07-02-01-01-07.wav,03-01-07-02-01-01-07.wav,07,07,disgust,16000,1,4.1375,132478,534ae1001b9abceb84f56158b19d4b2d,development
..\data\raw\RAVDESS\Actor_07\03-01-07-02-01-02-07.wav,03-01-07-02-01-02-07.wav,07,07,disgust,16000,1,4.4044375,141020,9f9587bb20b74b0e9ab8ce6370ecfe2b,development
..\data\raw\RAVDESS\Actor_07\03-01-07-02-02-01-07.wav,03-01-07-02-02-01-07.wav,07,07,disgust,16000,1,4.1375,132478,f2932562bc01cecb9048c00584dcfee2,development
..\data\raw\RAVDESS\Actor_07\03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07.wav,07,07,disgust,16000,1,4.7714375,152764,216d0c0988f4e9552d7a0bfeff719cfc,development
..\data\raw\RAVDESS\Actor_07\03-01-08-01-01-01-07.wav,03-01-08-01-01-01-07.wav,07,08,surprised,16000,1,3.470125,111122,62f30867369b16b7607e811d339c309c,development
..\data\raw\RAVDESS\Actor_07\03-01-08-01-01-02-07.wav,03-01-08-01-01-02-07.wav,07,08,surprised,16000,1,3.536875,113258,99b87a12eac6850d16b3b8f8876adeef,development
..\data\raw\RAVDESS\Actor_07\03-01-08-01-02-01-07.wav,03-01-08-01-02-01-07.wav,07,08,surprised,16000,1,3.4368125,110056,2aab111651dc1b7af3ede7abca6ef464,development
..\data\raw\RAVDESS\Actor_07\03-01-08-01-02-02-07.wav,03-01-08-01-02-02-07.wav,07,08,surprised,16000,1,3.4368125,110056,e5e4789ed1e2e0b7c089ea3f2b2f8b19,development
..\data\raw\RAVDESS\Actor_07\03-01-08-02-01-01-07.wav,03-01-08-02-01-01-07.wav,07,08,surprised,16000,1,3.8705625,123936,f49dc9fdf18e3dd698eb32a626c9d8ae,development
..\data\raw\RAVDESS\Actor_07\03-01-08-02-01-02-07.wav,03-01-08-02-01-02-07.wav,07,08,surprised,16000,1,3.637,116462,62c3a2d9882ba6b386bf2bf34dca5a30,development
..\data\raw\RAVDESS\Actor_07\03-01-08-02-02-01-07.wav,03-01-08-02-02-01-07.wav,07,08,surprised,16000,1,3.4368125,110056,6879dc3cd65c98cc940a4fc3184b9d07,development
..\data\raw\RAVDESS\Actor_07\03-01-08-02-02-02-07.wav,03-01-08-02-02-02-07.wav,07,08,surprised,16000,1,3.470125,111122,4b041fa3a701609330f941be46c67e71,development
..\data\raw\RAVDESS\Actor_08\03-01-01-01-01-01-08.wav,03-01-01-01-01-01-08.wav,08,01,neutral,16000,1,3.5035,112190,6b7f440a182a11fe954002fd107116b8,development
..\data\raw\RAVDESS\Actor_08\03-01-01-01-01-02-08.wav,03-01-01-01-01-02-08.wav,08,01,neutral,16000,1,3.637,116462,4a01377a28a0c690033978da2745bee9,development
..\data\raw\RAVDESS\Actor_08\03-01-01-01-02-01-08.wav,03-01-01-01-02-01-08.wav,08,01,neutral,16000,1,3.536875,113258,7160a1abbfc07ed37aa153faea651f4b,development
..\data\raw\RAVDESS\Actor_08\03-01-01-01-02-02-08.wav,03-01-01-01-02-02-08.wav,08,01,neutral,16000,1,3.5035,112190,3248c26372086fffce01e9d1eb4d1b99,development
..\data\raw\RAVDESS\Actor_08\03-01-02-01-01-01-08.wav,03-01-02-01-01-01-08.wav,08,02,calm,16000,1,3.603625,115394,d69cd8fc4530da2264c3d81bc8966a24,development
..\data\raw\RAVDESS\Actor_08\03-01-02-01-01-02-08.wav,03-01-02-01-01-02-08.wav,08,02,calm,16000,1,3.4034375,108988,a4569e811079396606358b4070da51fc,development
..\data\raw\RAVDESS\Actor_08\03-01-02-01-02-01-08.wav,03-01-02-01-02-01-08.wav,08,02,calm,16000,1,3.470125,111122,6e6484883771a15a84301d64a746f555,development
..\data\raw\RAVDESS\Actor_08\03-01-02-01-02-02-08.wav,03-01-02-01-02-02-08.wav,08,02,calm,16000,1,3.470125,111122,8aeac850ccf9032d3dbaedf5e747628b,development
..\data\raw\RAVDESS\Actor_08\03-01-02-02-01-01-08.wav,03-01-02-02-01-01-08.wav,08,02,calm,16000,1,3.637,116462,9d94c70c7cefcce4c4e4d3810630ad1c,development
..\data\raw\RAVDESS\Actor_08\03-01-02-02-01-02-08.wav,03-01-02-02-01-02-08.wav,08,02,calm,16000,1,3.7370625,119664,a06eb59dedf98eeab0930b92b6afc066,development
..\data\raw\RAVDESS\Actor_08\03-01-02-02-02-01-08.wav,03-01-02-02-02-01-08.wav,08,02,calm,16000,1,3.670375,117530,cce4834b05c3ffc51615b8d406c85411,development
..\data\raw\RAVDESS\Actor_08\03-01-02-02-02-02-08.wav,03-01-02-02-02-02-08.wav,08,02,calm,16000,1,3.8038125,121800,fe2f4302f6a0535fa08f0e66850bd31c,development
..\data\raw\RAVDESS\Actor_08\03-01-03-01-01-01-08.wav,03-01-03-01-01-01-08.wav,08,03,happy,16000,1,3.5035,112190,c5a8e90ecf940f346355a0482916eee5,development
..\data\raw\RAVDESS\Actor_08\03-01-03-01-01-02-08.wav,03-01-03-01-01-02-08.wav,08,03,happy,16000,1,3.43675,110054,7f161798b98b55e03d4644c9dfcc0425,development
..\data\raw\RAVDESS\Actor_08\03-01-03-01-02-01-08.wav,03-01-03-01-02-01-08.wav,08,03,happy,16000,1,3.470125,111122,7b1887510b19d96be065d8d8b5f48565,development
..\data\raw\RAVDESS\Actor_08\03-01-03-01-02-02-08.wav,03-01-03-01-02-02-08.wav,08,03,happy,16000,1,3.4368125,110056,013d85503fc4e6ad580186b3170d9301,development
..\data\raw\RAVDESS\Actor_08\03-01-03-02-01-01-08.wav,03-01-03-02-01-01-08.wav,08,03,happy,16000,1,3.7704375,120732,d36053b90a9d9412cfffb9160c0c12a6,development
..\data\raw\RAVDESS\Actor_08\03-01-03-02-01-02-08.wav,03-01-03-02-01-02-08.wav,08,03,happy,16000,1,3.9039375,125004,ef94f9a217cba00f5390ba524fdd998e,development
..\data\raw\RAVDESS\Actor_08\03-01-03-02-02-01-08.wav,03-01-03-02-02-01-08.wav,08,03,happy,16000,1,3.8371875,122868,3026806558e63bc62fa1030f3e759545,development
..\data\raw\RAVDESS\Actor_08\03-01-03-02-02-02-08.wav,03-01-03-02-02-02-08.wav,08,03,happy,16000,1,3.9373125,126072,84cdaabe6d6546a7d697be1681352a22,development
..\data\raw\RAVDESS\Actor_08\03-01-04-01-01-01-08.wav,03-01-04-01-01-01-08.wav,08,04,sad,16000,1,4.20425,134614,1b642c727a1fb5a211c405dded36e69e,development
..\data\raw\RAVDESS\Actor_08\03-01-04-01-01-02-08.wav,03-01-04-01-01-02-08.wav,08,04,sad,16000,1,3.8705625,123936,2a7614946918d8cd9e2da3795cf149e3,development
..\data\raw\RAVDESS\Actor_08\03-01-04-01-02-01-08.wav,03-01-04-01-02-01-08.wav,08,04,sad,16000,1,3.57025,114326,dbf5110d0ffe0018d4a0926d87fec8a3,development
..\data\raw\RAVDESS\Actor_08\03-01-04-01-02-02-08.wav,03-01-04-01-02-02-08.wav,08,04,sad,16000,1,3.603625,115394,5ed0999e21a6e00230208fc3f2a81aed,development
..\data\raw\RAVDESS\Actor_08\03-01-04-02-01-01-08.wav,03-01-04-02-01-01-08.wav,08,04,sad,16000,1,3.7704375,120732,b524164eeccb167cae0aca2f9293cbd7,development
..\data\raw\RAVDESS\Actor_08\03-01-04-02-01-02-08.wav,03-01-04-02-01-02-08.wav,08,04,sad,16000,1,3.9373125,126072,7f2b7b8c460a0f3e0732211925b5aaff,development
..\data\raw\RAVDESS\Actor_08\03-01-04-02-02-01-08.wav,03-01-04-02-02-01-08.wav,08,04,sad,16000,1,3.670375,117530,7e0869f747b17c990e062a75f1a58ed1,development
..\data\raw\RAVDESS\Actor_08\03-01-04-02-02-02-08.wav,03-01-04-02-02-02-08.wav,08,04,sad,16000,1,3.70375,118598,79753371629484abbb4555233fa58187,development
..\data\raw\RAVDESS\Actor_08\03-01-05-01-01-01-08.wav,03-01-05-01-01-01-08.wav,08,05,angry,16000,1,3.70375,118598,3bc2c5f7712a71a8a1a034dc735ffe30,development
..\data\raw\RAVDESS\Actor_08\03-01-05-01-01-02-08.wav,03-01-05-01-01-02-08.wav,08,05,angry,16000,1,3.603625,115394,e3f8a6a35082f2a2a1ae29476b7f01f1,development
..\data\raw\RAVDESS\Actor_08\03-01-05-01-02-01-08.wav,03-01-05-01-02-01-08.wav,08,05,angry,16000,1,3.536875,113258,b72937979e4676373954e9d19c419ce1,development
..\data\raw\RAVDESS\Actor_08\03-01-05-01-02-02-08.wav,03-01-05-01-02-02-08.wav,08,05,angry,16000,1,3.57025,114326,286280b4307ce1d455d5924c935ba1aa,development
..\data\raw\RAVDESS\Actor_08\03-01-05-02-01-01-08.wav,03-01-05-02-01-01-08.wav,08,05,angry,16000,1,3.970625,127138,d1b864a6054f036bb0170d6a5832df0c,development
..\data\raw\RAVDESS\Actor_08\03-01-05-02-01-02-08.wav,03-01-05-02-01-02-08.wav,08,05,angry,16000,1,3.7704375,120732,15f4f75fe2686d0085ab775d10fbf52a,development
..\data\raw\RAVDESS\Actor_08\03-01-05-02-02-01-08.wav,03-01-05-02-02-01-08.wav,08,05,angry,16000,1,3.603625,115394,78e4bc51374282dbbec7610741c53f12,development
..\data\raw\RAVDESS\Actor_08\03-01-05-02-02-02-08.wav,03-01-05-02-02-02-08.wav,08,05,angry,16000,1,3.637,116462,d1802fb7701e05d0317241a2ba41c590,development
..\data\raw\RAVDESS\Actor_08\03-01-06-01-01-01-08.wav,03-01-06-01-01-01-08.wav,08,06,fearful,16000,1,3.9706875,127140,6b0271e8a456fd9fdff6f678ea7776c2,development
..\data\raw\RAVDESS\Actor_08\03-01-06-01-01-02-08.wav,03-01-06-01-01-02-08.wav,08,06,fearful,16000,1,3.670375,117530,1a9f3027f4045c6b35491e8d6063ca8c,development
..\data\raw\RAVDESS\Actor_08\03-01-06-01-02-01-08.wav,03-01-06-01-02-01-08.wav,08,06,fearful,16000,1,3.7704375,120732,60c5083a53a28414029c2eecdc2860a6,development
..\data\raw\RAVDESS\Actor_08\03-01-06-01-02-02-08.wav,03-01-06-01-02-02-08.wav,08,06,fearful,16000,1,3.670375,117530,ddc74873a354e637e36a9bbfff7bc389,development
..\data\raw\RAVDESS\Actor_08\03-01-06-02-01-01-08.wav,03-01-06-02-01-01-08.wav,08,06,fearful,16000,1,3.970625,127138,35d1112cdf9e5455a9e855b094ac2cc4,development
..\data\raw\RAVDESS\Actor_08\03-01-06-02-01-02-08.wav,03-01-06-02-01-02-08.wav,08,06,fearful,16000,1,3.9039375,125004,12276386953410f0a659f423542f1185,development
..\data\raw\RAVDESS\Actor_08\03-01-06-02-02-01-08.wav,03-01-06-02-02-01-08.wav,08,06,fearful,16000,1,3.8705625,123936,4ab0680889541445ff48765996caf3fd,development
..\data\raw\RAVDESS\Actor_08\03-01-06-02-02-02-08.wav,03-01-06-02-02-02-08.wav,08,06,fearful,16000,1,3.9373125,126072,703478a40fb5a54416ef1e97d96e081f,development
..\data\raw\RAVDESS\Actor_08\03-01-07-01-01-01-08.wav,03-01-07-01-01-01-08.wav,08,07,disgust,16000,1,3.9039375,125004,f23a82beac0f832ba85dc37c8652eaf5,development
..\data\raw\RAVDESS\Actor_08\03-01-07-01-01-02-08.wav,03-01-07-01-01-02-08.wav,08,07,disgust,16000,1,3.670375,117530,dc4fa45fa6a854fec8dc9429c2558f09,development
..\data\raw\RAVDESS\Actor_08\03-01-07-01-02-01-08.wav,03-01-07-01-02-01-08.wav,08,07,disgust,16000,1,3.9373125,126072,9f691b6272f6e960feb40e3b9e3feb46,development
..\data\raw\RAVDESS\Actor_08\03-01-07-01-02-02-08.wav,03-01-07-01-02-02-08.wav,08,07,disgust,16000,1,3.8371875,122868,830363515be467a3f28dfd39b464478c,development
..\data\raw\RAVDESS\Actor_08\03-01-07-02-01-01-08.wav,03-01-07-02-01-01-08.wav,08,07,disgust,16000,1,4.07075,130342,335e6ec27285eecdd01a8d6ba15cc104,development
..\data\raw\RAVDESS\Actor_08\03-01-07-02-01-02-08.wav,03-01-07-02-01-02-08.wav,08,07,disgust,16000,1,3.7704375,120732,c625e0825781f69e7e8bbc3209a29b8e,development
..\data\raw\RAVDESS\Actor_08\03-01-07-02-02-01-08.wav,03-01-07-02-02-01-08.wav,08,07,disgust,16000,1,3.737125,119666,491e224059f5fbdef6db23587ca00cf5,development
..\data\raw\RAVDESS\Actor_08\03-01-07-02-02-02-08.wav,03-01-07-02-02-02-08.wav,08,07,disgust,16000,1,3.8705625,123936,0cf4343a5ab2fc96c325405f760828d6,development
..\data\raw\RAVDESS\Actor_08\03-01-08-01-01-01-08.wav,03-01-08-01-01-01-08.wav,08,08,surprised,16000,1,3.70375,118598,0a5774409837dcd2b761443c7962d0e7,development
..\data\raw\RAVDESS\Actor_08\03-01-08-01-01-02-08.wav,03-01-08-01-01-02-08.wav,08,08,surprised,16000,1,3.8038125,121800,96738aef4a3af83589661a4548edd6da,development
..\data\raw\RAVDESS\Actor_08\03-01-08-01-02-01-08.wav,03-01-08-01-02-01-08.wav,08,08,surprised,16000,1,3.7704375,120732,ea64631da1fd3dea6ccdad431e356ffe,development
..\data\raw\RAVDESS\Actor_08\03-01-08-01-02-02-08.wav,03-01-08-01-02-02-08.wav,08,08,surprised,16000,1,3.536875,113258,42d01e87501612eb6050d0622f1c00b6,development
..\data\raw\RAVDESS\Actor_08\03-01-08-02-01-01-08.wav,03-01-08-02-01-01-08.wav,08,08,surprised,16000,1,3.8371875,122868,c427ccee1e0bd6c39c1f116f7c210a91,development
..\data\raw\RAVDESS\Actor_08\03-01-08-02-01-02-08.wav,03-01-08-02-01-02-08.wav,08,08,surprised,16000,1,3.7036875,118596,607982e9a058c532430ebeaf299df5c2,development
..\data\raw\RAVDESS\Actor_08\03-01-08-02-02-01-08.wav,03-01-08-02-02-01-08.wav,08,08,surprised,16000,1,3.8038125,121800,92e9f373efd14642089099647507b7a7,development
..\data\raw\RAVDESS\Actor_08\03-01-08-02-02-02-08.wav,03-01-08-02-02-02-08.wav,08,08,surprised,16000,1,3.8705625,123936,4f67df8e542999eec923b2045b4c6218,development
..\data\raw\RAVDESS\Actor_09\03-01-01-01-01-01-09.wav,03-01-01-01-01-01-09.wav,09,01,neutral,16000,1,3.2699375,104716,7da2d7b4bdef6b6e7b4e982cc70bd15a,development
..\data\raw\RAVDESS\Actor_09\03-01-01-01-01-02-09.wav,03-01-01-01-01-02-09.wav,09,01,neutral,16000,1,3.20325,102582,d87f893060bb1cab3f63785681ce2225,development
..\data\raw\RAVDESS\Actor_09\03-01-01-01-02-01-09.wav,03-01-01-01-02-01-09.wav,09,01,neutral,16000,1,3.3366875,106852,1b6a84bc6dbd58d1ca563c156672664a,development
..\data\raw\RAVDESS\Actor_09\03-01-01-01-02-02-09.wav,03-01-01-01-02-02-09.wav,09,01,neutral,16000,1,3.236625,103650,b28602c628d95ef3f28078508c8887c9,development
..\data\raw\RAVDESS\Actor_09\03-01-02-01-01-01-09.wav,03-01-02-01-01-01-09.wav,09,02,calm,16000,1,3.3366875,106852,3000a6adb761f472e289b63d42c95e51,development
..\data\raw\RAVDESS\Actor_09\03-01-02-01-01-02-09.wav,03-01-02-01-01-02-09.wav,09,02,calm,16000,1,3.3366875,106852,aacf337cd1ee6e27461409a268643cdc,development
..\data\raw\RAVDESS\Actor_09\03-01-02-01-02-01-09.wav,03-01-02-01-02-01-09.wav,09,02,calm,16000,1,3.4701875,111124,c08b96fd25bb0b178ff651a874b03010,development
..\data\raw\RAVDESS\Actor_09\03-01-02-01-02-02-09.wav,03-01-02-01-02-02-09.wav,09,02,calm,16000,1,3.57025,114326,b2d41dfedecf7f08d6f9f8f9cd4171b1,development
..\data\raw\RAVDESS\Actor_09\03-01-02-02-01-01-09.wav,03-01-02-02-01-01-09.wav,09,02,calm,16000,1,3.3366875,106852,26e96a1416a5960233a46b50e11a37f4,development
..\data\raw\RAVDESS\Actor_09\03-01-02-02-01-02-09.wav,03-01-02-02-01-02-09.wav,09,02,calm,16000,1,3.4368125,110056,6486dd7a6d27194cb03d17165e68b519,development
..\data\raw\RAVDESS\Actor_09\03-01-02-02-02-01-09.wav,03-01-02-02-02-01-09.wav,09,02,calm,16000,1,3.8038125,121800,426b2b5d3d7d8e2bd3da391bb877edee,development
..\data\raw\RAVDESS\Actor_09\03-01-02-02-02-02-09.wav,03-01-02-02-02-02-09.wav,09,02,calm,16000,1,3.637,116462,0469b581b17e63eb9e3006965bfa64dc,development
..\data\raw\RAVDESS\Actor_09\03-01-03-01-01-01-09.wav,03-01-03-01-01-01-09.wav,09,03,happy,16000,1,3.3366875,106852,3abfd8874ac377c77e16e9f9976b9e26,development
..\data\raw\RAVDESS\Actor_09\03-01-03-01-01-02-09.wav,03-01-03-01-01-02-09.wav,09,03,happy,16000,1,3.536875,113258,a94f177d1905ffde53ee32d58c3f8ae7,development
..\data\raw\RAVDESS\Actor_09\03-01-03-01-02-01-09.wav,03-01-03-01-02-01-09.wav,09,03,happy,16000,1,3.3033125,105784,d25b765bab8fbfe20aef42869d9e3ac6,development
..\data\raw\RAVDESS\Actor_09\03-01-03-01-02-02-09.wav,03-01-03-01-02-02-09.wav,09,03,happy,16000,1,3.4701875,111124,b6e1cffaf89558c3eaf4bcefcc2abbbf,development
..\data\raw\RAVDESS\Actor_09\03-01-03-02-01-01-09.wav,03-01-03-02-01-01-09.wav,09,03,happy,16000,1,3.7704375,120732,71d59a1bac380aeb55c2ec8f408077ad,development
..\data\raw\RAVDESS\Actor_09\03-01-03-02-01-02-09.wav,03-01-03-02-01-02-09.wav,09,03,happy,16000,1,4.170875,133546,11cd054ac2b00e532812d3d02310fa90,development
..\data\raw\RAVDESS\Actor_09\03-01-03-02-02-01-09.wav,03-01-03-02-02-01-09.wav,09,03,happy,16000,1,3.57025,114326,390fdfbae3f6449f12fe650f99495552,development
..\data\raw\RAVDESS\Actor_09\03-01-03-02-02-02-09.wav,03-01-03-02-02-02-09.wav,09,03,happy,16000,1,3.57025,114326,36ca30c3a4e7907bac4ddf4818ac6b8f,development
..\data\raw\RAVDESS\Actor_09\03-01-04-01-01-01-09.wav,03-01-04-01-01-01-09.wav,09,04,sad,16000,1,3.2699375,104716,947226b4e386d1b8484f24f4fe428f0f,development
..\data\raw\RAVDESS\Actor_09\03-01-04-01-01-02-09.wav,03-01-04-01-01-02-09.wav,09,04,sad,16000,1,3.43675,110054,f49f228d7e862bac39ac9734b67cca62,development
..\data\raw\RAVDESS\Actor_09\03-01-04-01-02-01-09.wav,03-01-04-01-02-01-09.wav,09,04,sad,16000,1,3.4034375,108988,0fac0496c26751d84dc0bdb4a83888f9,development
..\data\raw\RAVDESS\Actor_09\03-01-04-01-02-02-09.wav,03-01-04-01-02-02-09.wav,09,04,sad,16000,1,3.4034375,108988,df585964cf44d927aa1974c11db68d90,development
..\data\raw\RAVDESS\Actor_09\03-01-04-02-01-01-09.wav,03-01-04-02-01-01-09.wav,09,04,sad,16000,1,3.9373125,126072,a485cdea5d35a05e31dadf246fbd1085,development
..\data\raw\RAVDESS\Actor_09\03-01-04-02-01-02-09.wav,03-01-04-02-01-02-09.wav,09,04,sad,16000,1,3.9039375,125004,bc3e1f599b0676b48c94dbdf5631a17e,development
..\data\raw\RAVDESS\Actor_09\03-01-04-02-02-01-09.wav,03-01-04-02-02-01-09.wav,09,04,sad,16000,1,3.637,116462,de0b6de56bb0566fb763775cfa3e623f,development
..\data\raw\RAVDESS\Actor_09\03-01-04-02-02-02-09.wav,03-01-04-02-02-02-09.wav,09,04,sad,16000,1,3.8705625,123936,c2d5b900d086d51e4ecedd69a2e54a7e,development
..\data\raw\RAVDESS\Actor_09\03-01-05-01-01-01-09.wav,03-01-05-01-01-01-09.wav,09,05,angry,16000,1,3.57025,114326,9735b8869aeaf089da4a26968aa87408,development
..\data\raw\RAVDESS\Actor_09\03-01-05-01-01-02-09.wav,03-01-05-01-01-02-09.wav,09,05,angry,16000,1,3.57025,114326,e52e4b7f5d66f7e302f8f9cf01c0717c,development
..\data\raw\RAVDESS\Actor_09\03-01-05-01-02-01-09.wav,03-01-05-01-02-01-09.wav,09,05,angry,16000,1,3.7370625,119664,5e45109031d4cb3f93f1544989e090bb,development
..\data\raw\RAVDESS\Actor_09\03-01-05-01-02-02-09.wav,03-01-05-01-02-02-09.wav,09,05,angry,16000,1,3.536875,113258,d0f9bcaff81279929a078a9c44fa9661,development
..\data\raw\RAVDESS\Actor_09\03-01-05-02-01-01-09.wav,03-01-05-02-01-01-09.wav,09,05,angry,16000,1,3.8038125,121800,e4e03417b4fce3c29c9aea2d8470d44b,development
..\data\raw\RAVDESS\Actor_09\03-01-05-02-01-02-09.wav,03-01-05-02-01-02-09.wav,09,05,angry,16000,1,3.7704375,120732,69d35b3ba2a9c99f44ab9e8815022c20,development
..\data\raw\RAVDESS\Actor_09\03-01-05-02-02-01-09.wav,03-01-05-02-02-01-09.wav,09,05,angry,16000,1,4.3710625,139952,290ebaa94bd4bf0489ec880d1b8ed29d,development
..\data\raw\RAVDESS\Actor_09\03-01-05-02-02-02-09.wav,03-01-05-02-02-02-09.wav,09,05,angry,16000,1,3.9706875,127140,eb94a62ef4e96764ec64b4bf59b73f9d,development
..\data\raw\RAVDESS\Actor_09\03-01-06-01-01-01-09.wav,03-01-06-01-01-01-09.wav,09,06,fearful,16000,1,3.169875,101514,b8743cbd6c440653986d965f656d0a9e,development
..\data\raw\RAVDESS\Actor_09\03-01-06-01-01-02-09.wav,03-01-06-01-01-02-09.wav,09,06,fearful,16000,1,3.169875,101514,083b60131606141e65bb59399982b92c,development
..\data\raw\RAVDESS\Actor_09\03-01-06-01-02-01-09.wav,03-01-06-01-02-01-09.wav,09,06,fearful,16000,1,3.1365,100446,a067408331b70f6d5a4094629a39b49b,development
..\data\raw\RAVDESS\Actor_09\03-01-06-01-02-02-09.wav,03-01-06-01-02-02-09.wav,09,06,fearful,16000,1,3.1365,100446,cd7d4aaa88435c6e4f4ad864a28e627a,development
..\data\raw\RAVDESS\Actor_09\03-01-06-02-01-01-09.wav,03-01-06-02-01-01-09.wav,09,06,fearful,16000,1,3.2365625,103648,beff378ae4d200f7c9a26bf85a40b03c,development
..\data\raw\RAVDESS\Actor_09\03-01-06-02-01-02-09.wav,03-01-06-02-01-02-09.wav,09,06,fearful,16000,1,3.2699375,104716,33c5edfe9d34ffea0b39722d607b3cd4,development
